,edge,edge_text
596,"((has/Mv.|f--3s-/en warned/Pd.xsox.<pf----/en) (while/T/en ((up/Ml/en round/Pd.so.|f-----/en) (+/B.am/. security/Cc.s/en forces/Cc.p/en) (,/Mj/en (the/Md/en (+/B.am/. muslim/Cp.s/en brotherhood/Cp.s/en))))) ('s/Bp.am/en egypt/Cp.s/en ((second/M/en largest/Ms/en) (religious/Ma/en party/Cc.s/en))) (the/Md/en state/Cc.s/en) (against/Tt/en (trying/P.rx.|pg----/en ((entirely/M/en (out/Ml/en (to/Mi/en wipe/P.o.-i-----/en))) (political/Ma/en islam/Cp.s/en)) (during/Tt/en (in/Br.ma/en (its/Mp/en (toughest/Ms/en crackdown/Cc.s/en)) decades/Cc.p/en)))))","While security forces round up the Muslim Brotherhood, Egypt's second largest religious party has warned the state against trying to wipe out political Islam entirely during its toughest crackdown in decades"
597,((have/Mv.-i-----/en killed/P.sso.<pf----/en) that/C/en may/C/en (500/M#/en migrants/Cc.p/en)),That May Have Killed 500 Migrants
598,((have/Mv.|f-----/en (allegedly/M/en killed/Pd.so.<pf----/en)) (turkish/Ma/en warplanes/Cc.p/en) ((27/M#/en +/M/en) (kurdish/Ma/en militants/Cc.p/en))),Turkish warplanes have allegedly killed 27+ Kurdish militants
599,((have/Mv.|f-----/en (already/M/en killed/Pd.so.<pf----/en)) (+/B.am/. (+/B.am/. record/Cp.s/en high/Cp.s/en) temperatures/Cc.p/en) (in/Br.ma/en ((over/M/en 100/M#/en) people/Cc.p/en) india/Cp.s/en)),Record High Temperatures Have Already Killed Over 100 People in India
600,((have/Mv.|f-----/en (also/M/en warned/Pd.so.<pf----/en)) (+/B.am/. %2eaid/C/en agencies/Cc.p/en) (+/B.ma/. (+/B.mm/. that/C/en children/Cc.p/en) (((as/M/en young/Ma/en) as/Jr.ma/en) (12/M#/en risk/Cc.s/en) ((being/Mv.|pg----/en forced/P.r.<pf----/en) ((to/Mi/en fight/P.x.-i-----/en) (for/T/en (+/B.mm/. is/C/en (+/B.am/. isis/Cm/en daesh/Cp.s/en)))))))),.Aid agencies have also warned that children as young as 12 risk being forced to fight for IS (Isis/Daesh
601,((have/Mv.|f-----/en (been/Mv.<pf----/en killing/P.so.|pg----/en)) that/C/en (their/Mp/en livestock/Cc.s/en)),that have been killing their livestock
602,((have/Mv.|f-----/en (formally/M/en arrested/Pd.so.<pf----/en)) (chinese/Ma/en authorities/Cc.p/en) (a/Md/en (wealthy/Ma/en (chinese/Ma/en businessman/Cc.s/en)))),Chinese authorities have formally arrested a wealthy Chinese businessman
603,((have/Mv.|f-----/en (long/M/en accused/Pd.sox.<pf----/en)) (international/Ma/en (+/B.am/. rights/Cc.p/en groups/Cc.p/en)) china/Cp.s/en (of/T/en (taking/P.ox.|pg----/en ('/Bp.am/en inmates/Cc.p/en organs/Cc.p/en) (without/T/en consent/Cc.s/en)))),International rights groups have long accused China of taking inmates' organs without consent
604,((have/Mv.|f-----/en (long/M/en accused/Pd.sox.<pf----/en)) critics/Cc.p/en (the/Md/en government/Cp.s/en) (of/T/en (abusing/P.o?.|pg----/en (protectionist/Ma/en laws/Cc.p/en) (surrounding/P.ox.|pg----/en monarchy/Cc.s/en ((to/Mi/en undermine/Pd.o.-i-----/en) critics/Cc.p/en))))),Critics have long accused the Government of abusing protectionist laws surrounding monarchy to undermine critics
605,((have/Mv.|f-----/en (repeatedly/M/en accused/Pd.sox.<pf----/en)) (of/Br.ma/en residents/Cc.p/en (here/M/en (ethnic/Ma/en ((somali/Ma/en dominated/Mv.<pf----/en) districts/Cc.p/en)))) ('s/Bp.am/en kenya/Cp.s/en (+/B.am/. security/Cc.s/en agencies/Cc.p/en)) (of/T/en (being/P.x.|pg----/en (behind/T/en (+/B.mm/. (%26/J/en (the/Md/en arrest/Cc.s/en) disappearance/Cc.s/en) (of/Jr.ma/en youths/Cc.p/en (suspected/P.x.<pf----/en (of/T/en (having/P.o.|pg----/en (to/Br.ma/en links/Cc.p/en (+/B.am/. (somali/Ma/en (militant/Ma/en (islamist/Ma/en group/Cc.s/en))) (+/B.am/. al/Cp.s/en shabab/Cp.s/en)))))))))))),Residents of ethnic Somali-dominated districts here have repeatedly accused Kenya's security agencies of being behind the arrest & disappearance of youths suspected of having links to Somali militant Islamist group al Shabab
606,((have/Mv.|f-----/en (reportedly/M/en arrested/Pd.so.<pf----/en)) (british/Ma/en police/Cc.p/en) (a/Md/en (+/B.am/. (+/B.am/. lizard/Cp.s/en squad/Cp.s/en) member/Cc.s/en))),British police have reportedly arrested a Lizard Squad member
607,((have/Mv.|f-----/en (reportedly/M/en killed/P.so.<pf----/en)) that/C/en (eight/M#/en people/Cc.p/en)),that have reportedly killed eight people
608,((have/Mv.|f-----/en (reportedly/M/en killed/P.so.<pf----/en)) who/Cw/en (of/Br.ma/en one/C#/en (their/Mp/en (top/Ma/en commanders/Cc.p/en)))),who have reportedly killed one of their top commanders
609,((have/Mv.|f-----/en (reportedly/M/en killed/Pd.so.<pf----/en)) ((loyal/Ma/en to/Br.ma/en) forces/Cc.p/en (the/Md/en (syrian/Ma/en government/Cc.s/en))) (of/Br.ma/en dozens/Cc.p/en rebels/Cc.p/en)),Forces loyal to the Syrian government have reportedly killed dozens of rebels
610,((have/Mv.|f-----/en (sharply/M/en condemned/Pd.so.<pf----/en)) (german/Ma/en muslims/Cp.p/en) (at/Br.ma/en ('s/Bp.am/en wednesday/Cp.s/en attack/Cc.s/en) (in/Br.ma/en (the/Md/en (+/B.am/. (+/B.am/. charlie/Cp.s/en hebdo/Cp.s/en) offices/Cc.p/en)) paris/Cp.s/en))),German Muslims have sharply condemned Wednesday's attack at the Charlie Hebdo offices in Paris
611,((have/Mv.|f-----/en accused/Pd.rso.<pf----/en) (accuses/P.so.|f--3s-/en russia/Cp.s/en (of/Br.ma/en (+/B.am/. greenpeace/Cp.s/en crew/Cc.s/en) (in/Br.ma/en piracy/Cc.s/en arctic/Cp.s/en))) (russian/Ma/en prosecutors/Cc.p/en) (of/Br.ma/en (30/M#/en (+/B.am/. greenpeace/Cp.s/en activists/Cc.p/en)) piracy/Cc.s/en)),Russia accuses Greenpeace crew of 'piracy' in Arctic: Russian prosecutors have accused 30 Greenpeace activists of 'piracy
612,((have/Mv.|f-----/en accused/Pd.so.<pf----/en) (and/J/en (egyptian/Ma/en media/Cc.p/en) lawmakers/Cc.p/en) (of/Jr.ma/en (the/Md/en (+/B.am/. muslim/Cp.s/en brotherhood/Cp.s/en)) (bribing/P.ox.|pg----/en (+/B.am/. (+/B.am/. european/Cp.s/en parliament/Cp.s/en) members/Cc.p/en) ((to/Mi/en adopt/P.ox.-i-----/en) (a/Md/en resolution/Cc.s/en) (stating/P.ox.|pg----/en (a/Md/en (grave/Ma/en concern/Cc.s/en)) (that/T/en ((might/Mm/en be/P.sx.-i-----/en) (egyptian/Ma/en authorities/Cc.p/en) (in/Br.ma/en culprits/Cc.p/en (of/Br.ma/en (and/J/en (the/Md/en torture/Cc.s/en) killing/Cc.s/en) (in/Br.ma/en (an/Md/en (italian/Ma/en (+/B.am/. graduate/Cc.s/en student/Cc.s/en))) egypt/Cp.s/en)))))))))),"Egyptian media and lawmakers have accused the Muslim Brotherhood of of bribing European Parliament members to adopt a resolution stating a grave concern"" that Egyptian authorities might be culprits in the torture and killing an Italian graduate student Egypt"
613,((have/Mv.|f-----/en accused/Pd.so.<pf----/en) (both/Md/en sides/Cc.p/en) (of/Jr.ma/en (the/Md/en other/Ca/en) (sabotaging/P.o.|pg----/en (the/Md/en negotiations/Cc.p/en)))),Both sides have accused the other of sabotaging the negotiations
614,((have/Mv.|f-----/en accused/Pd.so.<pf----/en) (in/Br.ma/en (+/B.am/. government/Cc.s/en officials/Cc.p/en) brazil/Cp.s/en) (of/Jr.ma/en (a/Md/en (+/B.am/. (+/B.am/. coca/Cp.s/en cola/Cp.s/en) manufacturer/Cc.s/en)) (subjecting/P.ox.|pg----/en ((nearly/M/en 200/M#/en) workers/Cc.p/en) (to/T/en ((slave/M/en like/Ma/en) (+/B.am/. labor/Cc.s/en conditions/Cc.p/en)))))),Government officials in Brazil have accused a Coca-Cola manufacturer of subjecting nearly 200 workers to slave-like labor conditions
615,((have/Mv.|f-----/en accused/Pd.so.<pf----/en) (in/Br.ma/en jihadists/Cc.p/en (of/Br.ma/en (the/Md/en (northern/Ma/en (syrian/Ma/en province/Cc.s/en))) raqa/Cp.s/en)) (of/Br.ma/en (a/Md/en woman/Cc.s/en) adultery/Cc.s/en)),Jihadists in the northern Syrian province of Raqa have accused a woman of adultery
616,((have/Mv.|f-----/en accused/Pd.so.<pf----/en) (’/Bp.am/en doctors/Cm/en leaders/Cc.p/en) (of/Jr.ma/en (+/B.am/. (+/B.am/. national/Cp.s/en (+/B.am/. health/Cp.s/en service/Cp.s/en)) bosses/Cc.p/en) (shrouding/P.xx.|pg----/en (for/Br.ma/en (controversial/Ma/en plans/Cc.p/en) (of/Br.ma/en ((£/M/en 500/M#/en) m/Cc.s/en) (across/Br.ma/en (to/Br.ma/en cuts/Cc.p/en services/Cc.p/en) england/Cp.s/en))) (in/T/en ((totally/M/en unacceptable/Ma/en) secrecy/Cc.s/en))))),Doctors’ leaders have accused National Health Service bosses of of shrouding controversial plans for £500m cuts to services across England in totally unacceptable secrecy
617,((have/Mv.|f-----/en accused/Pd.sox.<pf----/en) (and/J/en (+/B.am/. (+/B.am/. rebel/Cp.s/en houthi/Cp.s/en) groups/Cc.p/en) (in/Br.ma/en (the/Md/en ((saudi/Ma/en backed/Mv.<pf----/en) government/Cc.s/en)) yemen/Cp.s/en)) (each/Md/en other/Ca/en) (of/Tt/en (violating/P.o.|pg----/en (a/Md/en (+/B.am/. (three/M#/en day/Cc.s/en) truce/Cc.s/en))))),Rebel Houthi groups and the Saudi-backed government in Yemen have accused each other of violating a three-day truce
618,((have/Mv.|f-----/en accused/Pd.sox.<pf----/en) (in/Br.ma/en (kurdish/Ma/en (+/B.am/. militia/Cc.s/en forces/Cc.p/en)) syria/Cp.s/en) turkey/Cp.s/en (of/T/en (attacking/P.o.|pg----/en them/Ci/en))),Kurdish militia forces in Syria have accused Turkey of attacking them
619,((have/Mv.|f-----/en accused/Pd.sox.<pf----/en) (of/Br.ma/en (+/B.am/. opposition/Cc.s/en leaders/Cc.p/en) (all/Md/en stripes/Cc.p/en)) her/Ci/en (of/T/en (running/P.o.|pg----/en scared/Ca/en))),Opposition leaders of all stripes have accused her of running scared
620,((have/Mv.|f-----/en accused/Pd.sox.<pf----/en) many/Ca/en him/Ci/en (of/T/en (being/P.c.|pg----/en (to/Br.ma/en (too/M/en close/Ca/en) (the/Md/en regime/Cc.s/en))))),Many have accused him of being too close to the regime
621,"((have/Mv.|f-----/en accused/Pd.soxx.<pf----/en) (german/Ma/en prosecutors/Cc.p/en) turkey/Cp.s/en (of/T/en (exporting/P.xo.|pg----/en (to/T/en iran/Cp.s/en) (with/Br.ma/en ((nearly/M/en 1,000/M#/en) items/Cc.p/en) (nuclear/Ma/en applications/Cc.p/en)))) (according/Tv.|pg----/en (to/Mt/en (+/B.am/. (+/B.am/. ((german/Ma/en and/Mj/en) turkish/Ca/en) media/Cc.p/en) reports/Cc.p/en))))","German prosecutors have accused Turkey of exporting to Iran nearly 1,000 items with ""nuclear applications,"" according to German and Turkish media reports"
622,((have/Mv.|f-----/en accused/Pd.sso.<pf----/en) (+/B.mm/. london/Cp.s/en reuters/Cp.s/en) (’s/Bp.am/en women/Cc.p/en (+/B.am/. rights/Cc.p/en activists/Cc.p/en)) (the/Md/en (professional/Ma/en body/Cc.s/en))),LONDON (Reuters) – Women’s rights activists have accused the professional body
623,((have/Mv.|f-----/en accused/Pd.sso.<pf----/en) turkey/Cp.s/en (from/Br.ma/en (two/M#/en lawmakers/Cc.p/en) (+/B.mm/. (the/Md/en (main/Ma/en opposition/Cc.s/en)) (’s/Bp.am/en (+/B.am/. republican/Cp.s/en people/Cp.p/en) (+/B.mm/. party/Cp.s/en chp/Cp.s/en)))) (the/Md/en government/Cc.s/en)),Turkey: Two lawmakers from the main opposition Republican People’s Party (CHP) have accused the government
624,((have/Mv.|f-----/en accused/Pd.xsox.<pf----/en) (in/T/en (these/Md/en cases/Cc.p/en)) prosecutors/Cc.p/en (the/Md/en women/Cc.p/en) (of/T/en (causing/P.o.|pg----/en (of/Br.ma/en (the/Md/en death/Cc.s/en) (or/J/en (their/Mp/en fetus/Cc.s/en) infant/Cc.s/en))))),"In these cases, prosecutors have accused the women of causing the death of their fetus or infant"
625,((have/Mv.|f-----/en arrested/P.rso.<pf----/en) (arrested/Pd.r.<pf----/en (linked/P.sx.<pf----/en 4/C#/en (to/T/en (+/B.am/. paris/Cp.s/en (+/B.am/. hostage/Cc.s/en taker/Cc.s/en))))) (french/Ma/en police/Cc.p/en) (four/M#/en people/Cc.p/en)),4 linked to Paris hostage-taker arrested: French police have arrested four people
626,((have/Mv.|f-----/en arrested/P.so.<pf----/en) ('s/Bp.am/en (the/Md/en kingdom/Cc.s/en) police/Cc.p/en) (his/Mp/en son/Cc.s/en)),the kingdom's police have arrested his son
627,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (+/B.am/. counterterrorism/Cc.s/en forces/Cc.p/en) (a/Md/en man/Cc.s/en)),Counterterrorism forces have arrested a man
628,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (chinese/Ma/en authorities/Cc.p/en) (a/Md/en (third/Ma/en (japanese/Ma/en citizen/Cc.s/en)))),Chinese authorities have arrested a third Japanese citizen
629,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (chinese/Ma/en authorities/Cc.p/en) (of/Br.ma/en ((nearly/M/en (a/Md/en thousand/M#/en)) members/Cc.p/en) (a/Md/en (banned/Mv.<pf----/en (religious/Ma/en group/Cc.s/en))))),"Chinese authorities have arrested ""nearly a thousand"" members of a banned religious group"
630,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (iranian/Ma/en police/Cc.p/en) (three/M#/en people/Cc.p/en)),Iranian police have arrested three people
631,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (italian/Ma/en police/Cc.p/en) (a/Md/en man/Cc.s/en)),Italian police have arrested a man
632,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (nigerian/Ma/en troops/Cc.p/en) (a/Md/en businessman/Cc.s/en)),Nigerian troops have arrested a businessman
633,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (salvadoran/Ma/en police/Cc.p/en) (four/M#/en (former/Ma/en soldiers/Cc.p/en))),Salvadoran police have arrested four former soldiers
634,((have/Mv.|f-----/en arrested/P.so.<pf----/en) (turkish/Ma/en authorities/Cc.p/en) (a/Md/en man/Cc.s/en)),Turkish authorities have arrested a man
635,((have/Mv.|f-----/en arrested/P.so.<pf----/en) authorities/Cc.p/en (two/M#/en (georgian/Ma/en citizens/Cc.p/en))),authorities have arrested two Georgian citizens
636,((have/Mv.|f-----/en arrested/P.so.<pf----/en) police/Cc.p/en (a/Md/en man/Cc.s/en)),police have arrested a man
637,"((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (,/J/en (+/B.mm/. ('s/M/en (the/Md/en country/Cc.s/en)) ((most/M^/en wanted/Ma/en) (+/B.am/. drug/Cc.s/en lord/Cp.s/en))) (+/B.am/. joaquin/Cp.s/en guzman/Cp.s/en)))","they have arrested the country's most wanted drug lord, Joaquin Guzman"
638,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (135/M#/en (suspected/Mv.<pf----/en terrorists/Cc.p/en))),they have arrested 135 suspected terrorists
639,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (a/Md/en (fugitive/Ma/en (colombian/Ma/en ((right/Ma/en wing/M/en) (+/B.am/. militia/Cc.s/en leader/Cc.s/en)))))),they have arrested a fugitive Colombian right-wing militia leader
640,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (a/Md/en (japanese/Ma/en woman/Cc.s/en))),they have arrested a Japanese woman
641,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (a/Md/en (suspected/Mv.<pf----/en (serial/Ma/en killer/Cc.s/en)))),they have arrested a suspected serial killer
642,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (an/Md/en (alleged/Ma/en (((19/M#/en year/M/en) old/Ma/en) hacker/Cc.s/en)))),they have arrested an alleged 19-year-old hacker
643,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (several/Ma/en people/Cc.p/en)),they have arrested several people
644,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (six/M#/en people/Cc.p/en)),they have arrested six people
645,((have/Mv.|f-----/en arrested/P.so.<pf----/en) they/Ci/en (the/Md/en (+/B.mm/. crew/Cc.s/en (of/Jr.ma/en (a/Md/en ((us/Ma/en owned/Mv.<pf----/en) ship/Cc.s/en)) (accused/P.x.<pf----/en (of/T/en ((illegally/M/en entering/P.ox.|pg----/en) (indian/Ma/en waters/Cc.p/en) (with/T/en (of/Br.ma/en (a/Md/en (huge/Ma/en cache/Cc.s/en)) weapons/Cc.p/en))))))))),they have arrested the crew of of a US-owned ship accused of illegally entering Indian waters with a huge cache weapons
646,"((have/Mv.|f-----/en arrested/P.so?.<pf----/en) (in/Br.ma/en (+/B.am/. u%2en%2e/Cp.s/en peacekeepers/Cc.p/en) (+/B.am/. central/Cp.s/en (+/B.am/. african/Cp.s/en republic/Cp.s/en))) (of/Br.ma/en (a/Md/en (senior/Ma/en leader/Cc.s/en)) (the/Md/en (anti/Ma/en (-/Ma/en (balaka/Ma/en militia/Cc.s/en))))) (wanted/Pd.x.<f-----/en (for/T/en (+/B.mm/. crimes/Cc.p/en (+/B.mm/. including/C/en (,/J/en murder/Cc.s/en (,/J/en rebellion/Cc.s/en (and/J/en rape/Cc.s/en looting/Cc.s/en))))))))","U.N. peacekeepers in Central African Republic have arrested a senior leader of the anti-balaka militia, wanted for crimes including murder, rebellion, rape and looting"
647,((have/Mv.|f-----/en arrested/P.sox.<pf----/en) they/Ci/en (a/Md/en (((30/M#/en year/M/en) old/Ma/en) man/Cc.s/en)) (for/T/en ((allegedly/M/en recruiting/P.ox.|pg----/en) men/Cc.p/en ((to/Mi/en enlist/Pd.x?.-i-----/en) (with/T/en (muslim/Ma/en (+/B.am/. rebel/Cc.s/en groups/Cc.p/en))) (fighting/P.x.|pg----/en (in/T/en syria/Cp.s/en)))))),they have arrested a 30-year-old man for allegedly recruiting men to enlist with Muslim rebel groups fighting in Syria
648,((have/Mv.|f-----/en arrested/P.sox.<pf----/en) they/Ci/en (a/Md/en (top/Ma/en (+/B.am/. kashmiri/Cp.s/en (separatist/M/en leader/Cc.s/en)))) (for/Tt/en (and/J/en (leading/P.o.|pg----/en (an/Md/en (anti/Ma/en (-/Ma/en (india/Ma/en (+/B.am/. protest/Cc.s/en march/Cp.s/en)))))) ((earlier/M=/en raising/Pd.o.|pg----/en) (pro/Ma/en (-/Ma/en (pakistan/Ma/en slogans/Cc.p/en))))))),they have arrested a top Kashmiri separatist leader for leading an anti-India protest march and raising pro - Pakistan slogans earlier
649,((have/Mv.|f-----/en arrested/Pd.rso.<pf----/en) (arrest/P.so.|f-----/en (nigerian/Ma/en police/Cc.p/en) (senior/Ma/en (+/B.am/. (+/B.am/. boko/Cp.s/en haram/Cp.s/en) member/Cc.s/en))) (nigerian/Ma/en police/Cc.p/en) (a/Md/en man/Cc.s/en)),Nigerian police arrest senior Boko Haram member: Nigerian police have arrested a man
650,((have/Mv.|f-----/en arrested/Pd.rso.<pf----/en) (arrests/P.so.|f--3s-/en india/Cp.s/en (near/Br.ma/en (terrorist/Ma/en leader/Cc.s/en) nepal/Cp.s/en)) (indian/Ma/en (+/B.am/. intelligence/Cc.s/en agencies/Cc.p/en)) (of/Br.ma/en one/C#/en (the/Md/en (+/B.mm/. leaders/Cc.p/en (of/Jr.ma/en (a/Md/en (domestic/Ma/en (+/B.am/. terror/Cc.s/en group/Cc.s/en))) (blamed/P.x.<pf----/en (for/T/en (of/Br.ma/en (a/Md/en series/Cc.s/en) (in/Br.ma/en bombings/Cc.p/en (’s/Bp.am/en (the/Md/en nation/Cc.s/en) cities/Cc.p/en)))))))))),India arrests terrorist leader near Nepal: Indian intelligence agencies have arrested one of of the leaders a domestic terror group blamed for a series bombings in the nation’s cities
651,((have/Mv.|f-----/en arrested/Pd.rso.<pf----/en) (captured/P.s.<pf----/en (+/B.am/. (+/B.am/. escaped/Cp.s/en (+/B.am/. al/Cp.s/en qaeda/Cp.s/en)) prisoners/Cc.p/en)) (iraqi/Ma/en (+/B.am/. security/Cc.s/en forces/Cc.p/en)) (349/M#/en inmates/Cc.p/en)),Escaped al-Qaeda prisoners captured: Iraqi security forces have arrested 349 inmates
652,((have/Mv.|f-----/en arrested/Pd.rso.<pf----/en) (suspected/P.so.<pf----/en (+/B.am/. germany/Cp.s/en arrests/Cc.p/en) (anti/Ma/en (-/Ma/en (refugee/Ma/en plotters/Cc.p/en)))) (german/Ma/en officials/Cc.p/en) (three/M#/en ((far/M/en right/Ma/en) extremists/Cc.p/en))),Germany arrests suspected anti-refugee plotters: German officials have arrested three far-right extremists
653,((have/Mv.|f-----/en arrested/Pd.rsox.<pf----/en) (kills/P.so.|f--3s-/en poacher/Cp.s/en ((over/M/en 100/M#/en) elephants/Cc.p/en)) police/Cc.p/en (a/Md/en (suspected/Mv.<pf----/en poacher/Cc.s/en)) (for/T/en ((allegedly/M/en poisoning/P.o?.|pg----/en) ((over/M/en 100/M#/en) elephants/Cc.p/en) (using/P.ox.|pg----/en cyanide/Cc.s/en (at/T/en (+/B.mm/. (+/B.am/. hwange/Cp.s/en (+/B.am/. national/Cp.s/en park/Cp.s/en)) zimbabwe/Cp.s/en)))))),Poacher kills’ over 100 elephants: Police have arrested a suspected poacher for allegedly poisoning over 100 elephants using cyanide at Hwange National Park (Zimbabwe
654,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) ('s/Bp.am/en russia/Cp.s/en (+/B.am/. security/Cc.s/en agencies/Cc.p/en)) (12/M#/en people/Cc.p/en)),Russia's security agencies have arrested 12 people
655,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (+/B.am/. beijing/Cp.s/en police/Cc.p/en) (30/M#/en people/Cc.p/en)),Beijing police have arrested 30 people
656,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (+/B.am/. myanmar/Cp.s/en police/Cc.p/en) (two/M#/en (radical/Ma/en (buddhist/Ma/en nationalists/Cc.p/en)))),Myanmar police have arrested two radical Buddhist nationalists
657,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (at/Br.ma/en (+/B.am/. customs/Cc.s/en officers/Cc.p/en) (’s/Bp.am/en hanoi/Cp.s/en (+/B.am/. (+/B.am/. noi/Cp.s/en bai/Cp.s/en) (+/B.am/. international/Cp.s/en airport/Cp.s/en)))) (two/M#/en (vietnamese/Ma/en nationals/Cc.p/en))),Customs officers at Hanoi’s Noi Bai International Airport have arrested two Vietnamese nationals
658,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (belgian/Ma/en police/Cc.p/en) (two/M#/en people/Cc.p/en)),Belgian police have arrested two people
659,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (brazilian/Ma/en police/Cc.p/en) (+/B.mm/. (+/B.am/. rodrigo/Cp.s/en (+/B.am/. rocha/Cp.s/en loures/Cp.s/en)) (and/J/en (a/Md/en (former/Ma/en congressman/Cc.s/en)) (of/Br.ma/en (close/Ma/en friend/Cc.s/en) (+/B.am/. president/Cp.s/en (+/B.am/. michel/Cp.s/en temer/Cp.s/en)))))),"Brazilian police have arrested Rodrigo Rocha Loures, a former congressman and close friend of President Michel Temer"
660,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (british/Ma/en police/Cc.p/en) (a/Md/en (((28/M#/en year/M/en) old/Ma/en) man/Cc.s/en))),British police have arrested a 28-year-old man
661,((have/Mv.|f-----/en arrested/Pd.so.<pf----/en) (chinese/Ma/en authorities/Cc.p/en) (for/Br.ma/en (((at/M/en least/M^/en) 20/M#/en) people/Cc.p/en) (of/Jr.ma/en (the/Md/en crime/Cc.s/en) (writing/P.o.|pg----/en (+/B.mm/. (+/B.am/. (%2f/B/en male/Cm/en male/Cc.s/en) fanfic/Cc.s/en) ((mostly/M/en young/Ma/en) women/Cc.p/en)))))),"Chinese authorities have arrested at least 20 people for the crime of writing male/male fanfic, mostly young women"
